title,author,averagerating,totalratings,numberofpages,genre,bookformat,language
"
How I Killed Margaret Thatcher
",Anthony Cartwright,3.87,177,256,Fiction,Paperback,English
"
The Invaders (Brotherband Chronicles, #2)
",John Flanagan,4.4,"19,992",429,Fantasy,Hardcover,English
"
Don't Go
",Lisa Scottoline,3.75,"19,654",374,Fiction,Hardcover,English
"
The Clever Mill Horse (CMH, #1)
",Jodi Lew-Smith,3.94,34,424,Historical,Paperback,English
"
Brody's Ghost Volume 3
",Mark Crilley,4.27,551,96,Sequential Art,Paperback,English
"
Silent Night (Lady Julia Grey, #5.5)
",Deanna Raybourn,3.81,"3,743",58,Mystery,Kindle Edition,English
"
Nothing But Trouble (Chinooks Hockey Team, #5)
",Rachel Gibson,4.01,"15,600",354,Romance,Mass Market Paperback,English
"
Santa The Pirate
",John Blandly,3.5,2,354,Romance,ebook,English
"
The Other Wes Moore: One Name, Two Fates
",Wes  Moore,3.83,"42,445",272,Nonfiction,Paperback,English
"
Nothing to Declare: Poems
",Henri Cole,3.85,74,80,Poetry,Hardcover,English
"
Tailspin
",Sandra Brown,3.81,"14,838",424,Romance,Hardcover,English
"
The Beach Trees
",Karen   White,4.03,"13,019",432,Fiction,Paperback,English
"
The Clockwork Dynasty
",Daniel H. Wilson,3.65,"4,477",352,Science Fiction,Kindle Edition,English
"
Red at the Bone
",Jacqueline Woodson,4.01,"58,933",207,Fiction,Kindle Edition,English
"
The City in the Middle of the Night
",Charlie Jane Anders,3.51,"8,928",366,Science Fiction,Hardcover,English
"
Dagelijkse Kost 4
",Jeroen Meus,3.94,49,203,Food and Drink,Paperback,Dutch
"
The Death of Jesus
",J.M. Coetzee,3.82,706,203,Food and Drink,Paperback,Dutch
"
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution
",Tucker Carlson,4.3,"4,907",241,Politics,Kindle Edition,English
"
Magic Under Glass
",Jaclyn Dolamore,3.62,"4,714",225,Fantasy,Hardcover,English
"
Bone & Cane
",David Belbin,3.25,216,256,Fiction,Paperback,English
"
Postmodern Belief: American Literature and Religion Since 1960
",Amy Hungerford,3.92,37,240,Criticism,Hardcover,English
"
The New Measures
",A.F. Moritz,4.24,17,88,Poetry,Paperback,English
"
The Outcasts (Brotherband Chronicles, #1)
",John Flanagan,4.38,"25,700",434,Fantasy,Hardcover,English
"
What I Remember Most
",Cathy  Lamb,4.19,"2,652",490,Fiction,Paperback,English
"
Dagelijkse Kost 5
",Jeroen Meus,3.86,21,207,Food and Drink,Paperback,Dutch
"
The Shelf: From LEQ to LES: Adventures in Extreme Reading
",Phyllis Rose,3.66,662,271,Nonfiction,Hardcover,English
"
Brody's Ghost Volume 5
",Mark Crilley,4.29,316,96,Sequential Art,Paperback,English
"
The Lonely Book
",Kate Bernheimer,4.16,957,40,Childrens,Hardcover,English
"
Sochi Wild Dogs
",Icy Rivers,5,3,40,Childrens,ebook,English
"
The Wood's Edge (The Pathfinders, #1)
",Lori Benton,4.42,"1,072",400,Historical,Paperback,English
"
Havoc (Dred Chronicles, #2)
",Ann Aguirre,4.09,"2,032",320,Science Fiction,Kindle Edition,English
"
Sabrina
",Nick Drnaso,3.84,"12,537",204,Sequential Art,Hardcover,English
"
The Boy at the Top of the Mountain
",John Boyne,4.04,"15,234",262,Historical,Hardcover,English
"
How Democracies Die: What History Reveals About Our Future
",Steven Levitsky,4.19,"17,043",262,Historical,Hardcover,English
"
Wicked Woods (Wicked Woods, #1)
",Kailin Gow,3.65,843,262,Historical,Hardcover,English
"
Ultraviolet (Ultraviolet, #1)
",R.J. Anderson,3.75,"9,272",262,Historical,Hardcover,English
"
Skios
",Michael Frayn,3.09,"3,748",278,Fiction,Hardcover,English
"
The Emperor of Nihon-Ja (Ranger's Apprentice, #10)
",John Flanagan,4.42,"45,661",487,Fantasy,Paperback,English
"
The Butterfly and the Violin (Hidden Masterpiece, #1)
",Kristy Cambron,4.08,"6,332",335,Historical,Kindle Edition,English
"
Bad Blood (Kate Shugak, #20)
",Dana Stabenow,4.04,"3,623",288,Mystery,Hardcover,English
"
Rescue
",Anita Shreve,3.34,"14,899",288,Fiction,Hardcover,English
"
Alien Capital: Asian Racialization and the Logic of Settler Colonial Capitalism
",Iyko Day,3.98,43,256,Race,Hardcover,English
"
Written in Stone (A Books by the Bay Mystery, #4)
",Ellery Adams,4.11,"2,227",294,Mystery,Mass Market Paperback,English
"
Harriet Jacobs: A Play
",Lydia R. Diamond,4.1,21,92,Plays,Paperback,Hungarian
"
Max (Cold Fury Hockey, #6)
",Sawyer Bennett,4.1,"8,121",92,Plays,Paperback,Hungarian
"
FenTastic
",Icy Rivers,5,2,92,Plays,ebook,Hungarian
"
Caribou: Poems
",Charles Wright,3.97,287,96,Poetry,Hardcover,English
"
A Flight of Arrows (The Pathfinders, #2)
",Lori Benton,4.42,625,400,Historical,Paperback,English
"
The Outpost: An Untold Story of American Valor
",Jake Tapper,4.24,"7,324",673,History,Hardcover,English
"
Laura Dean Keeps Breaking Up with Me
",Mariko Tamaki,3.96,"35,512",289,Sequential Art,Hardcover,English
"
This Song Will Save Your Life
",Leila Sales,3.91,"26,066",276,Young Adult,Hardcover,English
"
Βλέπω τον κύβο ρούμπικ φαγωμένο
",Γιάννης Στίγκας,4.27,11,276,Young Adult,Hardcover,English
"
Darwin's Ghosts: The Secret History of Evolution
",Rebecca Stott,3.74,"1,710",396,Science,Hardcover,English
"
The Sisters Chase
",Sarah Healy,3.7,"4,710",304,Fiction,Hardcover,English
"
Wayward Son
",Tom Pollack,3.84,241,507,Fiction,Paperback,English
"
The Chemistry of Tears
",Peter Carey,2.97,"3,896",288,Fiction,Hardcover,English
"
The Invention of Influence
",Peter Cole,4.06,34,128,Poetry,Paperback,English
"
My Life and My Life in the Nineties
",Lyn Hejinian,3.92,200,152,Poetry,Paperback,English
"
The Midnight Rose
",Lucinda Riley,4.37,"17,661",689,Historical,Kindle Edition,
"
The Twelve Tribes of Hattie
",Ayana Mathis,3.5,"37,643",243,Fiction,Hardcover,English
"
The Dark Light of Day (The Dark Light of Day, #1)
",T.M. Frazier,4.24,"19,412",258,Dark,Paperback,English
"
Three Cheers for Boner!
",Chris,3.75,4,91,Dark,Kindle Edition,English
"
Positive Pollutions and Cultural Toxins: Waste and Contamination in Contemporary U.S. Ethnic Literatures
",John Blair Gamber,4.17,6,248,Dark,Hardcover,English
"
Brody's Ghost Volume 4
",Mark Crilley,4.25,408,96,Sequential Art,Paperback,English
"
One Came Home
",Amy Timberlake,3.81,"9,339",96,Sequential Art,Paperback,English
"
Hawke (Cold Fury Hockey, #5)
",Sawyer Bennett,3.94,"9,039",275,Romance,ebook,English
"
My Crazy Boyfriends
",Felicity  Jones,4.67,6,23,Romance,Kindle Edition,English
"
Courting Morrow Little
",Laura Frantz,4.25,"5,270",362,Historical,Paperback,English
"
Marilla of Green Gables
",Sarah McCoy,4.03,"8,552",320,Historical,Hardcover,English
"
The Obsidian Chamber (Pendergast, #16)
",Douglas Preston,3.97,"14,827",560,Thriller,Hardcover,English
"
Art Matters
",Neil Gaiman,4.28,"12,605",112,Nonfiction,Kindle Edition,English
"
Stay Where You Are and Then Leave
",John Boyne,3.94,"8,438",247,Historical,Hardcover,English
"
Bloodland
",Alan Glynn,3.55,560,432,Fiction,Paperback,English
"
The Tinkerer's Daughter
",Jamie Sedgwick,3.87,"2,533",290,Science Fiction,Paperback,English
"
Angelmaker
",Nick Harkaway,3.93,"9,617",478,Fiction,Hardcover,English
"
Breaker
",Richard   Thomas,4.39,75,217,Mystery,ebook,English
"
Tuscan Rose
",Belinda Alexandra,4.07,"2,952",583,Historical,Paperback,English
"
Children of the Jacaranda Tree
",Sahar Delijani,3.46,"3,130",282,Fiction,Hardcover,English
"
Raw (RAW Family, #1)
",Belle Aurora,4.19,"37,799",358,Dark,Paperback,
"
Executor Rising (The Circuit, #1)
",Rhett C. Bruno,3.89,301,264,Science Fiction,Paperback,English
"
Everybody's Fool (Sully #2)
",Richard Russo,4.08,"13,516",477,Fiction,Hardcover,English
"
Bakuman, Volume 6: Recklessness and Guts (Bakuman, #6)
",Tsugumi Ohba,4.25,"1,993",187,Sequential Art,Paperback,English
"
Ryker (Cold Fury Hockey, #4)
",Sawyer Bennett,4.23,"11,917",269,Sports,ebook,English
"
Girls On Different Planets
",John Blandly,4.6,5,269,Sports,ebook,English
"
Noise
",Brett Garcia Rose,3.85,54,236,Mystery,Paperback,English
"
The Last Widow (Will Trent, #9)
",Karin Slaughter,4.06,"39,588",446,Thriller,Hardcover,English
"
Keep It Moving: Lessons for the Rest of Your Life
",Twyla Tharp,3.83,877,192,Nonfiction,Kindle Edition,English
"
The Real Lolita: The Kidnapping of Sally Horner and the Novel That Scandalized the World
",Sarah Weinman,3.41,"5,061",320,Nonfiction,Hardcover,English
"
Lighthead
",Terrance Hayes,4.12,"1,784",95,Poetry,Paperback,English
"
The Stranger Game
",Peter Gadol,2.91,581,304,Mystery,Hardcover,English
"
The Sun Is a Compass: A 4,000-Mile Journey into the Alaskan Wilds
",Caroline Van Hemert,4.3,"3,177",320,Nonfiction,Hardcover,English
"
The Inner Life of Cats: The Science and Secrets of Our Mysterious Feline Companions
",Thomas McNamee,3.7,663,320,Nonfiction,Hardcover,English
"
Shadow Man (Prince Andy and the Misfits, #1)
",Karen Gammons,4.15,72,356,Childrens,Paperback,English
"
Wish You Were Here
",Graham Swift,3.32,"1,190",352,Fiction,Hardcover,English
"
Farther Away
",Jonathan Franzen,3.6,"3,543",321,Writing,Hardcover,English
"
The Adults
",Alison Espach,3.49,"3,614",307,Fiction,Hardcover,English
"
Sapphire Skies
",Belinda Alexandra,4.21,"1,931",432,Historical,Kindle Edition,English
"
Garden of Stones
",Sophie Littlefield,3.86,"4,188",301,Historical,Paperback,English
"
Marvel and a Wonder
",Joe Meno,3.64,360,336,Fiction,Paperback,English
"
The Last One
",Alexandra Oliva,3.63,"13,654",295,Fiction,Hardcover,English
"
Bakuman, Volume 9: Talent and Pride (Bakuman, #9)
",Tsugumi Ohba,4.25,"1,724",189,Sequential Art,Paperback,English
"
Murder at Marble House (Gilded Newport Mysteries, #2)
",Alyssa Maxwell,3.88,"1,463",336,Mystery,Paperback,English
"
Lockdown
",Laurie R. King,3.7,"1,824",336,Mystery,Kindle Edition,English
"
Zack (Cold Fury Hockey, #3)
",Sawyer Bennett,4.18,"14,903",325,Sports,ebook,English
"
The Kurdish Bike
",Alesa Lightbourne,3.92,"2,106",323,Fiction,Paperback,English
"
The Bitter Side of Sweet
",Tara  Sullivan,4.24,"2,803",336,Young Adult,Hardcover,English
"
The Light Years
",Chris  Rush,4.15,"1,135",372,Autobiography,Hardcover,English
"
Mobituaries: Great Lives Worth Reliving
",Mo Rocca,4.07,"4,889",384,Nonfiction,Hardcover,English
"
American Sonnets for My Past and Future Assassin
",Terrance Hayes,4.3,"2,790",112,Poetry,Paperback,English
"
Easterleigh Hall
",Margaret Graham,3.95,165,512,Historical,Paperback,English
"
William Shakespeare's The Force Doth Awaken (William Shakespeare's Star Wars, #7)
",Ian Doescher,4.25,"1,017",168,Media Tie In,Hardcover,English
"
West Wingers: Stories from the Dream Chasers, Change Makers, and Hope Creators Inside the Obama White House
",Gautam Raghavan,4.27,389,336,Politics,Paperback,English
"
Around the Way Girl
",Taraji P. Henson,4.18,"4,595",256,Nonfiction,Hardcover,English
"
Airborne (Airborne Saga, #1)
",Constance Sharper,3.53,"1,240",318,Young Adult,Paperback,English
"
Equinox Tinysides
",Mark Terrill,5,1,8,Young Adult,Unbound,English
"
The Fateful Lightning: A Novel of the Civil War
",Jeff Shaara,4.31,"1,974",641,Historical,Kindle Edition,English
"
The Mask Carver's Son
",Alyson Richman,3.52,525,384,Historical,Paperback,English
"
Bakuman, Volume 7: Gag and Serious (Bakuman, #7)
",Tsugumi Ohba,4.24,"1,912",190,Sequential Art,Paperback,English
"
Belle: The Slave Daughter and the Lord Chief Justice
",Paula Byrne,3.43,"1,544",304,History,Paperback,English
"
Garrett (Cold Fury Hockey, #2)
",Sawyer Bennett,4.06,"15,093",278,Romance,Kindle Edition,English
"
Abbie
",John Blandly,4.33,3,278,Romance,ebook,English
"
The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness
",Sy Montgomery,3.88,"33,612",273,Nonfiction,Kindle Edition,English
"
Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)
",Jenny Han,4.07,"184,482",320,Young Adult,Kindle Edition,English
"
William Shakespeare's Jedi the Last: Star Wars' Part the Eighth (William Shakespeare's Star Wars, #8)
",Ian Doescher,4.25,482,176,Media Tie In,Hardcover,English
"
William Albert Allard: Five Decades
",William Albert Allard,4.45,38,304,Art,Hardcover,English
"
Spellbound (Spellbound, #1)
",Cara Lynn Shultz,3.88,"12,381",325,Young Adult,Paperback,English
"
Run, Don't Walk: The Curious and Chaotic Life of a Physical Therapist Inside Walter Reed Army Medical Center
",Adele Levine,4.12,951,288,Nonfiction,Hardcover,English
"
Toward the Geopolitical Novel: U.S. Fiction in the Twenty-First Century
",Caren Irr,3.83,12,280,Nonfiction,Paperback,English
"
These Things Happen
",Richard  Kramer,3.53,655,256,Fiction,Hardcover,English
"
Lawless (King, #3)
",T.M. Frazier,4.36,"18,712",231,Romance,Hardcover,English
"
Clash of Eagles (Clash of Eagles, #1)
",Alan Smale,3.81,"1,479",413,Historical,Hardcover,English
"
Murder at the Breakers (Gilded Newport Mysteries #1)
",Alyssa Maxwell,3.71,"3,276",282,Mystery,Paperback,English
"
Alex (Cold Fury Hockey, #1)
",Sawyer Bennett,3.98,"24,618",293,Romance,ebook,English
"
Esme
",rory macbeth,5,1,122,Romance,Kindle Edition,English
"
Μαλάκα Λεσβίες! 4 (Μαλάκα Λεσβίες, #4)
",Σμαρ,4.21,19,24,Sequential Art,Paperback,"Greek, Modern (1453-)"
"
Breakout (Dred Chronicles, #3)
",Ann Aguirre,4.15,"1,471",323,Science Fiction,Mass Market Paperback,English
"
Girls of Paper and Fire (Girls of Paper and Fire, #1)
",Natasha Ngan,3.82,"37,026",380,Fantasy,Hardcover,English
"
Sweat
",Lynn Nottage,4.18,"2,002",112,Plays,Paperback,English
"
Machines Like Me
",Ian McEwan,3.59,"22,922",306,Fiction,Paperback,English
"
The Secret Life of Squirrels: A Love Story
",Nancy     Rose,3.95,332,32,Childrens,Hardcover,English
"
Subject 375
",Nikki Owen,3.41,723,304,Thriller,Hardcover,English
"
Shimmerspell (The Shimmer Trilogy, #1)
",Kimberly Spencer,3.47,991,87,Fantasy,Kindle Edition,English
"
Spellcaster (Spellbound, #2)
",Cara Lynn Shultz,4.03,"5,003",371,Fantasy,Paperback,English
"
Fear of Music
",Jonathan Lethem,3.42,747,141,Music,Paperback,English
"
Tyrant (King, #2)
",T.M. Frazier,4.36,"29,471",292,Romance,Paperback,English
"
The House of Velvet and Glass
",Katherine Howe,3.34,"7,437",418,Historical,Hardcover,English
"
Dangerous Deceptions (Palace of Spies, #2)
",Sarah Zettel,3.76,513,384,Historical,Hardcover,English
"
Hip Check (New York Blades #10)
",Deirdre Martin,3.88,"1,460",340,Romance,Paperback,English
"
Zombie man
",Pantson Fire,4.75,8,340,Romance,Paperback,English
"
Storm King's Thunder (Dungeons & Dragons, 5th Edition)
",Wizards of the Coast,4.2,495,256,Fantasy,Hardcover,English
"
The Diplomat's Daughter
",Karin Tanabe,3.85,"2,770",451,Historical,Paperback,English
"
The Coming
",Daniel     Black,4.3,491,128,Historical,ebook,English
"
Two Can Keep a Secret
",Karen M. McManus,3.98,"70,991",329,Mystery,Hardcover,English
"
Over the Top: A Raw Journey to Self-Love
",Jonathan Van Ness,4.2,"49,157",273,Nonfiction,Audiobook,English
"
Clybourne Park
",Bruce Norris,3.81,"2,745",115,Plays,Paperback,English
"
Head On (Lock In, #2)
",John Scalzi,3.99,"19,564",335,Science Fiction,Hardcover,English
"
Greenglass House (Greenglass House, #1)
",Kate Milford,4.02,"15,636",376,Childrens,Hardcover,English
"
Flame in the Mist (Flame in the Mist, #1)
",Renée Ahdieh,3.83,"47,349",376,Childrens,Hardcover,English
"
Into the Shadows (Into the Shadows, #1)
",Karly Kirkpatrick,3.57,"1,225",278,Young Adult,Paperback,English
"
The Power of Six (Lorien Legacies, #2)
",Pittacus Lore,4.14,"131,706",406,Young Adult,Hardcover,English
"
Seating Arrangements
",Maggie Shipstead,3.04,"18,354",302,Fiction,Hardcover,English
"
Soldier Girls: The Battles of Three Women at Home and at War
",Helen Thorpe,3.82,"2,148",397,Nonfiction,Hardcover,English
"
American Unexceptionalism: The Everyman and the Suburban Novel after 9/11
",Kathy Knapp,4.5,6,204,Nonfiction,Paperback,English
"
The Garden of Letters
",Alyson Richman,3.94,"4,594",366,Historical,Paperback,English
"
King (King, #1)
",T.M. Frazier,4.2,"40,997",322,Romance,Paperback,English
"
Bakuman, Volume 8: Panty Shot and Savior (Bakuman, #8)
",Tsugumi Ohba,4.21,"1,861",188,Sequential Art,Paperback,English
"
Breakaway (New York Blades, #9)
",Deirdre Martin,3.6,"1,476",188,Sequential Art,Paperback,English
"
Ace It
",John Blandly,5,3,188,Sequential Art,ebook,English
"
High as the Heavens
",Kate Breslin,4.16,"1,014",395,Historical,Paperback,English
"
Full Disclosure
",Stormy Daniels,3.5,"2,189",395,Nonfiction,Audiobook,English
"
Year of the Monkey
",Patti Smith,3.84,"11,013",171,Autobiography,Hardcover,English
"
Indecent
",Paula Vogel,4.49,733,112,Plays,Paperback,English
"
The Consuming Fire (The Interdependency, #2)
",John Scalzi,4.19,"24,867",304,Science Fiction,Kindle Edition,English
"
The Girl Who Fought Napoleon: A Novel of the Russian Empire
",Linda Lafferty,3.95,626,444,Historical,Kindle Edition,English
"
The Forest of Adventures (Knight Trilogy, #1)
",Katie M. John,3.59,438,384,Fantasy,Kindle Edition,English
"
Wirelessness: Radical Empiricism in Network Cultures
",Adrian Mackenzie,3.29,7,264,Fantasy,Hardcover,English
"
My Name is Mary Sutter (Mary Sutter, #1)
",Robin Oliveira,3.83,"24,115",364,Historical,Hardcover,English
"
Burn (Anna Pigeon, #16)
",Nevada Barr,3.66,"4,780",378,Mystery,Hardcover,English
"
Everyone Is Watching
",Megan Bradbury,3.3,284,279,Fiction,Hardcover,English
"
The Elephant Gates
",Chamalee Weeratunge,3.89,9,279,Fiction,Paperback,English
"
Brody's Ghost, Volume 2
",Mark Crilley,4.21,735,96,Sequential Art,Paperback,English
"
The Little Particulars of the Circumstance
",Susan  Kaye,4,19,39,Sequential Art,Nook,English
"
Icebreaker (New York Blades, #8)
",Deirdre Martin,3.9,"2,525",289,Romance,Paperback,English
"
Feep's Commentaries
",John Blandly,5,6,289,Romance,Paperback,English
"
A House Without Windows
",Nadia Hashimi,3.99,"10,172",415,Fiction,Hardcover,English
"
Rich People Problems (Crazy Rich Asians, #3)
",Kevin Kwan,3.93,"141,319",398,Fiction,Hardcover,English
"
Guts (Smile, #3)
",Raina Telgemeier,4.36,"36,031",144,Sequential Art,Hardcover,English
"
The Curious Incident of the Dog in the Night-Time
",Simon Stephens,4.18,"2,595",102,Plays,Paperback,English
"
Cassie and The Wild Cat: Meet and Greet
",Pat Hatt,4.69,39,24,Childrens,Kindle Edition,English
"
Livia Lone (Livia Lone, #1)
",Barry Eisler,4.17,"9,966",368,Thriller,Kindle Edition,English
"
The Magic of Finkleton (Finkleton, #1)
",K.C. Hilton,3.66,490,184,Fantasy,Paperback,English
"
Drift:  A Poem
",Kirstin Hotelling Zona,5,3,22,Fantasy,Paperback,English
"
Dancing With the Enemy: My Family's Holocaust Secret
",Paul Glaser,4.07,"1,150",320,Nonfiction,Hardcover,English
"
Island Apart
",Steven Raichlen,3.65,550,288,Fiction,Hardcover,English
"
I Am Radar
",Reif Larsen,3.44,"1,486",672,Fiction,Hardcover,English
"
The Golem of Hollywood (Detective Jacob Lev, #1)
",Jonathan Kellerman,3.29,"4,115",560,Mystery,Hardcover,English
"
The Husband Campaign
",Regina Scott,3.91,367,288,Romance,Paperback,English
"
Double Down (Diary of a Wimpy Kid, #11)
",Jeff Kinney,4.28,"30,062",217,Fiction,Hardcover,English
